code,species_name
IIEPH43030,EPEOfrag - Fragile Flat-headed Mayfly (Epeorus fragilis) - SU
IIEPH43040,EPEOpleu - Quill Gordon Flat-headed Mayfly (Epeorus pleuralis) - SU
IIEPH43070,EPEOvitr - Glassy Flat-headed Mayfly (Epeorus vitreus) - SU
IIEPH12040,EPHEgutt - Coffinfly Burrowing Mayfly (Ephemera guttulata) - SU
IIEPH12050,EPHEsimu - Shadowed Burrowing Mayfly (Ephemera simulans) - SU
IIEPH12060,EPHEvari - Varied Burrowing Mayfly (Ephemera varia) - SU
IIEPH11110,EPHEauri - Northern Spiny Crawler Mayfly (Ephemerella aurivillii) - SU
IIEPH11040,EPHEdoro - Pale Spiny Crawler Mayfly (Ephemerella dorothea) - SU
IIEPH11120,EPHEexcr - Lowlands Spiny Crawler Mayfly (Ephemerella excrucians) - SU
IIEPH11390,EPHEinva - Sulphur Spiny Crawler Mayfly (Ephemerella invaria) - SU
IIEPHunk01,EPHEmoli - Mobile Spiny Crawler Mayfly (Ephemerella molita) - SNA
IIEPH11130,EPHEneed - Needham's Spiny Crawler Mayfly (Ephemerella needhami) - SU
IIEPH11090,EPHEsubv - Hendrickson's Spiny Crawler Mayfly (Ephemerella subvaria) - SU
IIEPH28030,EURYaest - Summer Spiny Crawler Mayfly (Eurylophella aestiva) - SU
IIEPH28050,EURYbico - Bicolor Spiny Crawler Mayfly (Eurylophella bicolor) - SU
IIEPH28160,EURYbico - Nova Scotia Spiny Crawler Mayfly (Eurylophella bicoloroides) - SU
IIEPH28070,EURYfune - Brown Spiny Crawler Mayfly (Eurylophella funeralis) - SU
IIEPH28090,EURYmini - Reduced Spiny Crawler Mayfly (Eurylophella minimella) - SU
IIEPH28110,EURYprud - Prudent Spiny Crawler Mayfly (Eurylophella prudentalis) - SU
IIEPH28100,EURYtemp - Temporal Spiny Crawler Mayfly (Eurylophella temporalis) - SU
IIEPH28010,EURYveri - Plausible Spiny Crawler Mayfly (Eurylophella verisimilis) - SU
IIEPH70010,HABRvibr - Vibrant Prong-gilled Mayfly (Habrophlebia vibrans) - SU
IIEPH41010,HABRamer - American Prong-gilled Mayfly (Habrophlebiodes americana) - SU
IIEPH38050,HEPTpull - Dusky Flat-headed Mayfly (Heptagenia pulla) - SU
IIEPH37020,HEXAlimb - Michigan Hex Burrowing Mayfly (Hexagenia limbata) - SU
IIEPH37040,HEXArigi - Straight Hex Burrowing Mayfly (Hexagenia rigida) - SU
IIEPH48090,LADIdard - Manitoba Small Minnow Mayfly (Labiobaetis dardanus) - SU
IIEPH48080,LADIfron - Laprairie Small Minnow Mayfly (Labiobaetis frondalis) - SU
IIEPH48070,LABIprop - Rock Island Small Minnow Mayfly (Labiobaetis propinquus) - SU
IIEPH27050,LEPTcupi - Cupid Prong-gilled Mayfly (Leptophlebia cupida) - SU
IIEPH27020,LEPTjohn - Johnson's Prong-gilled Mayfly (Leptophlebia johnsoni) - SU
IIEPH27060,LEPTnebu - Cloudy Prong-gilled Mayfly (Leptophlebia nebulosa) - SU
IIEPH71020,LEUChebe - Hebe's Flat-headed Mayfly (Leucrocuta hebe) - SU
IIEPH40180,MACClute - Butter Flat-headed Mayfly (Maccaffertium luteum) - SU
IIEPH40100,MACCmode - Modest Flat-headed Mayfly (Maccaffertium modestum) - SU
IIEPH40110,MACCterm - Terminal Flat-headed Mayfly (Maccaffertium terminatum) - SU
IIEPH40070,MACCvica - March Flat-headed Mayfly (Maccaffertium vicarium) - SU
IIEPH33050,PARAadop - Angler's Prong-gilled Mayfly (Neoleptophlebia adoptiva) - SU
IIEPH33090,PARAmoll - Soft Prong-gilled Mayfly (Neoleptophlebia mollis) - SU
IIEPH73020,NIXEinco - Inconspicuous Flat-headed Mayfly (Nixe inconspicua) - SU
IIEPH33060,PARAdebi - Fragile Prong-gilled Mayfly (Paraleptophlebia debilis) - SU
IIEPH33070,PARAgutt - Dappled Prong-gilled Mayfly (Paraleptophlebia guttata) - SU
IIEPH33020,PARAmoer - Mournful Prong-gilled Mayfly (Paraleptophlebia moerens) - SU
IIEPH33100,PARAprae - Dark Prong-gilled Mayfly (Paraleptophlebia praepedita) - SU
IIEPH33110,PARAstri - Streaky Prong-gilled Mayfly (Paraleptophlebia strigula) - SU
IIEPH33120,PARAvoli - Hairy Prong-gilled Mayfly (Paraleptophlebia volitans) - SU
IIEPH11150,PENEsept - Stilt-legged Spiny Crawler Mayfly (Penelomax septentrionalis) - SU
IIEPH78040,PLAUdubi - Dubious Small Minnow Mayfly (Plauditus dubius) - SU
IIEPH78050,PLAUpunc - Spotted Small Minnow Mayfly (Plauditus punctiventris) - SU
IIEPH74130,PROCozbu - Ozburn's Small Minnow Mayfly (Procloeon ozburni) - SU
IIEPH74170,PROCquae - Medicine Hat Small Minnow Mayfly (Procloeon quaesitum) - SU
IIEPH74010,PROCrivu - Stream Small Minnow Mayfly (Procloeon rivulare) - SU
IIEPH74020,PROCrubr - Painted Small Minnow Mayfly (Procloeon rubropictum) - SU
IIEPH74030,PROCrufo - Hobbs's Small Minnow Mayfly (Procloeon rufostrigatum) - SU
IIEPH74150,PROCsimi - Likeable Small Minnow Mayfly (Procloeon simile) - SU
IIEPH39050,RHITanom - Anomalous Flat-headed Mayfly (Rhithrogena anomala) - SU
IIEPH39020,RHITbrun - Brown Flat-headed Mayfly (Rhithrogena brunneotincta) - SU
IIEPH39040,RHITimpe - Distant Flat-headed Mayfly (Rhithrogena impersonata) - SU
IIEPH39140,RHITjeju - Hungry Flat-headed Mayfly (Rhithrogena jejuna) - SU
IIEPH10050,SERRserr - Spot-bellied Spiny Crawler Mayfly (Serratella serratoides) - SU
IIEPH24030,SIPHalte - Northern Primitive Minnow Mayfly (Siphlonurus alternatus) - SU
IIEPH24060,SIPHbarb - Wild Primitive Minnow Mayfly (Siphlonurus barbaroides) - SU
IIEPH24070,SIPHbarb - Barbarous Primitive Minnow Mayfly (Siphlonurus barbarus) - SU
IIEPH24140,SIPHdema - Demary's Primitive Minnow Mayfly (Siphlonurus demaryi) - SU
IIEPH24180,SIPHmiru - Wonderful Primitive Minnow Mayfly (Siphlonurus mirus) - SU
IIEPH24040,SIPHqueb - Quebec Primitive Minnow Mayfly (Siphlonurus quebecensis) - SU
IIEPH24090,SIPHrapi - Swift Primitive Minnow Mayfly (Siphlonurus rapidus) - SU
IIEPH24050,SIPHtypi - Standard Primitive Minnow Mayfly (Siphlonurus typicus) - SU
IIEPH09050,SPARlacu - Lacustrine Small Square-gilled Mayfly (Sparbarus lacustris) - SU
IIEPH18040,STENinte - Common Flat-headed Mayfly (Stenacron interpunctatum) - SU
IIEPH40140,STENfemo - Red Fox Flat-headed Mayfly (Stenonema femoratum) - SU
IIEPH10030,TELOdefi - Little Black Spiny Crawler Mayfly (Teloganopsis deficiens) - SU
IIHEMV0020,ACOMpygm - a minute pirate bug (Acompocoris pygmaeus) - SNA
IIHEM0V010,ADELline - Alfalfa Plant Bug (Adelphocoris lineolatus) - SNA
IIHEM0V040,ADELrapi - Rapid Plant Bug (Adelphocoris rapidus) - SU
IIHEMH4010,AGNOpulv - a jumping tree bug (Agnocoris pulverulentus) - SU
IIHEM0A010,ALYDeuri - a broad-headed bug (Alydus eurinus) - S5
IIHEMX5020,ANAStris - Squash Bug (Anasa tristis) - SU
IIHEMH5010,ANEUinco - a flat bug (Aneurus inconstans) - SU
IIHEMH5020,ANEUsimp - a flat bug (Aneurus simplex) - SU
IIHEMH6030,ANTHante - a minute pirate bug (Anthocoris antevolens) - SU
IIHEMH6040,ANTHconf - a minute pirate bug (Anthocoris confusus) - SNA
IIHEMH6010,ANTHmusc - a minute pirate bug (Anthocoris musculus) - SU
IIHEMCQ010,ANTIminu - a dirt-colored seed bug (Antillocoris minutus) - SU
IIHEMH7010,APOEbrac - a stink bug (Apoecilus bracteatus) - SU
IIHEMC0120,AQUAconf - a water strider (Aquarius conformis) - SU
IIHEMC0010,AQUAremi - a water strider (Aquarius remigis) - SU
IIHEMH8010,ARADabba - a flat bug (Aradus abbas) - SU
IIHEMH8070,ARADkorm - Pine Flat Bug (Aradus kormilevi) - SU
IIHEMH8080,ARADlugu - a flat bug (Aradus lugubris) - SU
IIHEMH8350,ARADnige - a flat bug (Aradus niger) - SU
IIHEMH8090,ARADprob - a flat bug (Aradus proboscideus) - SU
IIHEMH8100,ARADquad - a flat bug (Aradus quadrilineatus) - SU
IIHEMH8460,ARADsimi - a flat bug (Aradus similis) - SU
IIHEMJ1050,ATRAmagn - a plant bug (Atractotomus magnicornis) - SNA
IIHEMJ1060,ATRAmali - a plant bug (Atractotomus mali) - SNA
IIHEMJ2010,BANAdimi - Banasa Stink Bug (Banasa dimidiata) - SU
IIHEMJ3010,BARCfrat - an assassin bug (Barce fraterna) - SU
IIHEM08020,BELOflum - a giant water bug (Belostoma flumineum) - SU
IIHEMW1010,BERYmino - a stilt bug (Berytinus minor) - SNA
IIHEMJ4030,BLEPangu - Black-kneed Capsid (Blepharidopterus angulatus) - SNA
IIHEMJ4010,BLEPdiap - a plant bug (Blepharidopterus diaphanus) - SU
IIHEMJ4020,BLEPprov - a plant bug (Blepharidopterus provancheri) - SU
IIHEM0J030,BLISaren - a true bug (Blissus arenarius) - SU
IIHEM0J010,BLISleuc - a true bug (Blissus leucopterus) - SU
IIHEMV7010,BRACparv - a minute pirate bug (Brachysteles parvicornis) - SNA
IIHEMJ6010,BROCquad - Fourhumped Stink Bug (Brochymena quadripustulata) - SU
IIHEMB7030,BUENconf - a backswimmer (Buenoa confusa) - SU
IIHEMB7010,BUENlimn - a backswimmer (Buenoa limnocastoris) - SU
IIHEMB7020,BUENmacr - a backswimmer (Buenoa macrotibialis) - SU
IIHEMAA020,CALLalas - a water boatman (Callicorixa alaskensis) - SU
IIHEMAA010,CALLaude - a water boatman (Callicorixa audeni) - SU
IIHEMV7020,CALLtemn - a minute pirate bug (Calliodis temnostethoides) - SU
IIHEMZ0010,CAMPaequ - a plant bug (Camptozygum aequale) - SNA
IIHEM0W010,CAMPverb - Mullein Bug (Campylomma verbasci) - SNA
IIHEMJ9020,CAPSater - a plant bug (Capsus ater) - SNA
IIHEM83010,CARDbore - Boreal Minute Pirate Bug (Cardiastethus borealis) - SU
IIHEM40110,CERAmode - a plant bug (Ceratocapsus modestus) - SU
IIHEM40120,CERAnigr - a plant bug (Ceratocapsus nigrocephalus) - SU
IIHEM40200,CERApumi - a plant bug (Ceratocapsus pumilus) - SU
IIHEM2E010,CHILtyph - Bulrush Bug (Chilacis typhae) - SNA
IIHEM48010,CHINhila - Green Stink Bug (Chinavia hilaris) - SU
IIHEM0X040,CHLApuli - a plant bug (Chlamydatus pulicarius) - SU
IIHEM28090,CHLOpers - A stink bug (Chlorochroa persimilis) - SU
IIHEMD0020,CIMEadju - Eastern Bat Bug (Cimex adjunctus) - SU
IIHEMD0010,CIMElect - Bed Bug (Cimex lectularius) - S5
IIHEMK2020,CLOSnorw - a plant bug (Closterotomus norwegicus) - SNA
IIHEMK5010,COLLmeil - a plant bug (Collaria meilleurii) - SU
IIHEMZ4020,COMPsali - a plant bug (Compsidolon salicellum) - SNA
IIHEMK6010,CORInigr - an ebony bug (Corimelaena nigra) - SU
IIHEMK6020,CORIpuli - an ebony bug (Corimelaena pulicaria) - SU
IIHEMA7050,CORYeleg - Willow Lace Bug (Corythucha elegans) - SU
IIHEMA7110,CORYheid - a lace bug (Corythucha heidemanni) - SU
IIHEMA7170,CORYperg - a lace bug (Corythucha pergandei) - SU
IIHEMU9010,COSMlint - a stink bug (Cosmopepla lintneriana) - S5
IIHEM84010,CRIOsali - Salien Plant Bug (Criocoris saliens) - SU
IIHEMK7010,CYMUangu - a true bug (Cymus angustatus) - SU
IIHEMK7020,CYMUdisc - a true bug (Cymus discors) - SU
IIHEMK7030,CYMUluri - a true bug (Cymus luridus) - SU
IIHEMK8010,CYRTcari - a plant bug (Cyrtorhinus caricis) - SU
IIHEM37020,DERAalbi - a plant bug (Deraeocoris albigulus) - SU
IIHEM37030,DERAaphi - a plant bug (Deraeocoris aphidiphagus) - SU
IIHEM37170,DERAbetu - a plant bug (Deraeocoris betulae) - SU
IIHEM37180,DERAbore - a plant bug (Deraeocoris borealis) - SU
IIHEM37130,DERAfasc - a plant bug (Deraeocoris fasciolus) - SU
IIHEM37060,DERAkenn - a plant bug (Deraeocoris kennicotti) - SU
IIHEM37070,DERAlari - a plant bug (Deraeocoris laricicola) - SU
IIHEM37250,DERAnebu - a plant bug (Deraeocoris nebulosus) - SU
IIHEM37260,DERAnubi - a plant bug (Deraeocoris nubilus) - SU
IIHEM37280,DERApini - a plant bug (Deraeocoris pinicola) - SU
IIHEM370B0,DERArube - a plant bug (Deraeocoris ruber) - SNA
IIHEM37100,DERArubr - a plant bug (Deraeocoris rubripes) - SU
IIHEM37120,DERAtria - a plant bug (Deraeocoris triannulipes) - SU
IIHEML0010,DICHeleg - a plant bug (Dichrooscytus elegans) - SU
IIHEML0020,DICHlati - a plant bug (Dichrooscytus latifrons) - SU
IIHEML0110,DICHrepl - a plant bug (Dichrooscytus repletus) - SU
IIHEML0040,DICHsusp - a plant bug (Dichrooscytus suspectus) - SU
IIHEMDN010,DICTechi - a lace bug (Dictyla echii) - SNA
IIHEML1010,DICYdisc - a plant bug (Dicyphus discrepans) - SU
IIHEML1030,DICYfame - a plant bug (Dicyphus famelicus) - SU
IIHEML2010,DRYMunus - a dirt-colored seed bug (Drymus unus) - SU
IIHEMV7030,DUFOater - a minute pirate bug (Dufouriellus ater) - SNA
IIHEM47020,ELAScruc - Redcrossed Stink Bug (Elasmostethus cruciatus) - S5
IIHEML3010,ELASlate - a shield bug (Elasmucha lateralis) - S5
IIHEM19020,EMPIerra - an assassin bug (Empicoris errabundus) - SU
IIHEM19060,EMPIpilo - an assassin bug (Empicoris pilosus) - SNA
IIHEM19080,EMPIvaga - an assassin bug (Empicoris vagabundus) - SNA
IIHEML5010,EREMbore - a dirt-colored seed bug (Eremocoris borealis) - SU
IIHEML5030,EREMferu - a dirt-colored seed bug (Eremocoris ferus) - SU
IIHEM86020,EURYluri - a plant bug (Eurychilopterella luridula) - SU
IIHEM55010,EURYalte - a shield bug (Eurygaster alternata) - SU
IIHEM55020,EURYamer - a shield bug (Eurygaster amerinda) - SU
IIHEMV4010,EUSCserv - Brown Sting Bug (Euschistus servus) - SU
IIHEMV4020,EUSCtris - Dusky Stink Bug (Euschistus tristigmus) - S5
IIHEM56050,GALGater - an ebony bug (Galgupha aterrima) - SU
IIHEM56040,GALGatra - a shield bug (Galgupha atra) - SU
IIHEM56020,GALGniti - a shield bug (Galgupha nitiduloides) - SU
IIHEM0M010,GEOCbull - a big-eyed bug (Geocoris bullatus) - SU
IIHEM0M070,GEOChowa - a big-eyed bug (Geocoris howardi) - SU
IIHEMC0040,GERRbuen - a water strider (Gerris buenoi) - SU
IIHEMC0050,GERRcoma - a water strider (Gerris comatus) - SU
IIHEMC0070,GERRinco - a water strider (Gerris incognitus) - SU
IIHEMC0080,GERRinsp - a water strider (Gerris insperatus) - SU
IIHEMC0020,GERRmarg - a water strider (Gerris marginatus) - SU
IIHEMM2020,HALTapte - a plant bug (Halticus apterus) - SNA
IIHEMM2010,HALTinte - a plant bug (Halticus intermedius) - SU
IIHEMC3010,HALYhaly - Brown Marmorated Stink Bug (Halyomorpha halys) - SNA
IIHEM73020,HARMrefl - a scentless plant bug (Harmostes reflexulus) - SU
IIHEM88020,HEBRburm - a velvet water bug (Hebrus burmeisteri) - SU
IIHEM45080,HESPatop - a water boatman (Hesperocorixa atopodonta) - SU
IIHEM45100,HESPharr - a water boatman (Hesperocorixa harrisii) - SU
IIHEM45020,HESPinte - The Interrupted Water Boatman (Hesperocorixa interrupta) - SU
IIHEM45110,HESPkenn - a water boatman (Hesperocorixa kennicottii) - SU
IIHEM45040,HESPloba - a water boatman (Hesperocorixa lobata) - SU
IIHEM45150,HESPmich - a water boatman (Hesperocorixa michiganensis) - SU
IIHEM45160,HESPmino - a water boatman (Hesperocorixa minorella) - SU
IIHEM45170,HESPscab - a water boatman (Hesperocorixa scabricula) - SU
IIHEM45010,HESPsemi - a water boatman (Hesperocorixa semilucida) - SU
IIHEM45140,HESPvulg - a water boatman (Hesperocorixa vulgaris) - SU
IIHEM49010,HESPheid - a plant bug (Hesperophylum heidemanni) - SU
IIHEMAH010,HETEplan - a plant bug (Heterotoma planicornis) - SNA
IIHEMBT010,HIMAapte - a damsel bug (Himacerus apterus) - SNA
IIHEMBS010,HIMAmajo - Grey Damsel Bug (Himacerus major) - SNA
IIHEM1K010,HOLClimb - a stink bug (Holcostethus limbolarius) - SU
IIHEM1U010,HOMAaene - a jewel bug (Homaemus aeneifrons) - S5
IIHEMM3010,HYALhart - a plant bug (Hyaliodes harti) - SU
IIHEMM3020,HYALvitr - a plant bug (Hyaliodes vitripennis) - SU
IIHEM33020,HYDRmart - Martin's Water-measurer (Hydrometra martini) - SU
IIHEMM5050,ILNAmali - a plant bug (Ilnacora malina) - SU
IIHEMM6020,ISCHfali - a true bug (Ischnodemus falicus) - SU
IIHEMDP020,KALAtric - a lace bug (Kalama tricornis) - SNA
IIHEMM8010,KLEIrese - a seed bug (Kleidocerys resedae) - SU
IIHEMCX010,LAMPmaur - a dirt-colored seed bug (Lamprodema maurum) - SNA
IIHEM0D020,LEPTocci - Western Conifer-seed Bug (Leptoglossus occidentalis) - SNA
IIHEM1B020,LEPTdola - Meadow Plant Bug (Leptopterna dolabrata) - SNA
IIHEMB2020,LETHamer - Giant Water Bug (Lethocerus americanum) - S5
IIHEMC1020,LIGYdiff - a dirt-colored seed bug (Ligyrocoris diffusus) - SU
IIHEMC1030,LIGYsylv - a dirt-colored seed bug (Ligyrocoris sylvestris) - SU
IIHEMA3010,LIMNdiss - Kayak Pond Skater (Limnoporus dissortis) - SU
IIHEM1D040,LOPImedi - a plant bug (Lopidea media) - SU
IIHEMAN010,LOPUdeco - a plant bug (Lopus decolor) - SNA
IIHEMY4030,LORIpsel - a minute bladder bug (Loricula pselaphiformis) - SNA
IIHEM0P020,LYGAkalm - Small Milkweed Bug (Lygaeus kalmii) - SU
IIHEMN6050,LYGImend - Apple Red Bug (Lygidea mendax) - SU
IIHEMN6060,LYGIobsc - a plant bug (Lygidea obscura) - SU
IIHEMN6010,LYGIrosa - a plant bug (Lygidea rosacea) - SU
IIHEMN6070,LYGIvibu - a plant bug (Lygidea viburni) - SU
IIHEM38030,LYGOpabu - Common Green Capsid (Lygocoris pabulinus) - SU
IIHEM91060,LYGUline - Tarnished Plant Bug (Lygus lineolaris) - S5
IIHEM91100,LYGUrubr - a plant bug (Lygus rubroclarus) - SU
IIHEM91120,LYGUrufi - a plant bug (Lygus rufidorsus) - SU
IIHEM91160,LYGUvand - a plant bug (Lygus vanduzeei) - SU
IIHEMAP030,MACRtenu - a plant bug (Macrolophus tenuicornis) - SU
IIHEMN7010,MACRnigr - a minute pirate bug (Macrotracheliella nigra) - SU
IIHEMN8020,MECOgilv - a plant bug (Mecomma gilvipes) - SU
IIHEMAR010,MEGArect - a plant bug (Megaloceroea recticornis) - SNA
IIHEMAS010,MEGAmoll - a plant bug (Megalocoleus molliculus) - SNA
IIHEMP0010,MELAclav - a geometrid moth (Melanorhopala clavata) - SU
IIHEMP1020,MELAbrin - a plant bug (Melanotrichus brindleyi) - SU
IIHEMP1080,MELAconc - a plant bug (Melanotrichus concolor) - SNA
IIHEMP1040,MELAflav - a plant bug (Melanotrichus flavosparsus) - SNA
IIHEMP1120,MELAvire - a plant bug (Melanotrichus virescens) - SNA
IIHEMBY010,MENEinse - a stink bug (Menecles insertus) - SU
IIHEMW9010,MESOnigr - Terrapin Scale (Mesolecanium nigrofasciatum) - SU
IIHEM94010,MESOmuls - Mulsant's Water Treader (Mesovelia mulsanti) - SU
IIHEM95040,MICRhumi - a shore bug (Micracanthia humilis) - SU
IIHEM30050,MICRamer - a small water strider (Microvelia americana) - SU
IIHEM30030,MICRbuen - a small water strider (Microvelia buenoi) - SU
IIHEM30060,MICRhine - a small water strider (Microvelia hinei) - SU
IIHEM30040,MICRpulc - a small water strider (Microvelia pulchella) - SU
IIHEMP8010,MONAamer - a true bug (Monalocoris americanus) - SU
IIHEMP9010,MONObohe - a mirid bug (Monosynamma bohemanni) - SU
IIHEMQ0010,MORMluge - a shield bug (Mormidea lugens) - SU
IIHEM72040,NABInigr - a damsel bug (Nabicula nigrovittata) - SU
IIHEM1H020,NABIamer - a damsel bug (Nabis americoferus) - SU
IIHEM72030,NABIamer - a damsel bug (Nabis americolimbatus) - SU
IIHEM72050,NABIflav - a damsel bug (Nabis flavomarginatus) - SU
IIHEM1H050,NABIinsc - a damsel bug (Nabis inscriptus) - SU
IIHEM1H060,NABIkalm - a damsel bug (Nabis kalmii) - SU
IIHEM72010,NABIprop - Marsh Damsel Bug (Nabis propinquus) - SU
IIHEM1H030,NABIrose - a damsel bug (Nabis roseipennis) - SU
IIHEM1H040,NABIrufu - a damsel bug (Nabis rufusculus) - SU
IIHEM72020,NABIsubc - Black Damsel Bug (Nabis subcoleoptratus) - SU
IIHEMH0100,NEOLalni - a plant bug (Neolygus alni) - SU
IIHEMH0020,NEOLatri - a plant bug (Neolygus atritylus) - SU
IIHEMH0030,NEOLbelf - a plant bug (Neolygus belfragii) - SU
IIHEMH0130,NEOLclav - a plant bug (Neolygus clavigenitalis) - SU
IIHEMH0050,NEOLcomm - a plant bug (Neolygus communis) - SU
IIHEMH0140,NEOLcont - a plant bug (Neolygus contaminatus) - SU
IIHEMH1050,NEOLfagi - a plant bug (Neolygus fagi) - SU
IIHEMH0170,NEOLhirt - a plant bug (Neolygus hirticulus) - SU
IIHEMH0190,NEOLinvi - a plant bug (Neolygus invitus) - SU
IIHEMH0070,NEOLomni - a plant bug (Neolygus omnivagus) - SU
IIHEMH0240,NEOLpars - a plant bug (Neolygus parshleyi) - SU
IIHEMH0090,NEOLquer - a plant bug (Neolygus quercalbae) - SU
IIHEMH0280,NEOLvibu - a plant bug (Neolygus viburni) - SU
IIHEMH0290,NEOLvitt - a plant bug (Neolygus vitticollis) - SU
IIHEMQ1010,NEONmuti - a stilt bug (Neoneides muticus) - SU
IIHEMQ3010,NEORscol - a seed bug (Neortholomus scolopax) - SU
IIHEMQ4010,NEOTtril - a stink bug (Neottiglossa trilineata) - SU
IIHEMQ4020,NEOTunda - a stink bug (Neottiglossa undata) - SU
IIHEMA4040,NOTOinsu - a backswimmer (Notonecta insulata) - SU
IIHEMA4050,NOTOirro - a backswimmer (Notonecta irrorata) - SU
IIHEMA4060,NOTOluna - a backswimmer (Notonecta lunata) - SU
IIHEMA4090,NOTOundu - a backswimmer (Notonecta undulata) - SU
IIHEM12080,NYSIangu - a seed bug (Nysius angustatus) - SU
IIHEM12110,NYSInige - Northern False Cinch Bug (Nysius niger) - SU
IIHEMQ7010,OECIvica - Swallow Bug (Oeciacus vicarius) - S1
IIHEM96020,ORECobli - a plant bug (Orectoderus obliquus) - SU
IIHEM0B030,ORIUdies - a minute pirate bug (Orius diespeter) - SU
IIHEM0B010,ORIUtris - Minute Flower Bug (Orius tristicolor) - SNA
IIHEMAX010,ORTHcori - a plant bug (Orthocephalus coriaceus) - SNA
IIHEMAX020,ORTHsalt - a plant bug (Orthocephalus saltator) - SNA
IIHEMQ9010,ORTHscut - a plant bug (Orthops scutellatus) - SU
IIHEMR0010,ORTHalni - a plant bug (Orthotylus alni) - SU
IIHEMR0120,ORTHcruc - a plant bug (Orthotylus cruciatus) - SU
IIHEMR0020,ORTHdors - a plant bug (Orthotylus dorsalis) - SU
IIHEMR0150,ORTHnass - a plant bug (Orthotylus nassatus) - SNA
IIHEMR0050,ORTHnegl - a plant bug (Orthotylus neglectus) - SU
IIHEMR0070,ORTHpenn - a plant bug (Orthotylus pennsylvanicus) - SU
IIHEMR0250,ORTHviri - a plant bug (Orthotylus viridinervis) - SNA
IIHEM1J010,PAGAfusc - a damsel bug (Pagasa fusca) - SU
IIHEMAB010,PALMbuen - a water boatman (Palmacorixa buenoi) - SU
IIHEM98020,PAPPluri - a plant bug (Pappus luridus) - SU
IIHEMAZ010,PARAcapi - a plant bug (Paraproba capitata) - SU
IIHEMX1010,PARTcorn - Plum Scale (Parthenolecanium corni) - SNA
IIHEMX1030,PARTpers - European Peach Scale (Parthenolecanium persicae) - SNA
IIHEM05030,PENTliga - a shore bug (Pentacora ligata) - SU
IIHEM05050,PENTspha - a shore bug (Pentacora sphacelata) - SU
IIHEMDD010,PERIcons - a dirt-colored seed bug (Perigenes constrictus) - SU
IIHEM24030,PERIexap - a stink bug (Perillus exaptus) - SU
IIHEMR1010,PERIconv - a dirt-colored seed bug (Peritrechus convivus) - SU
IIHEM0S010,PHLEabbr - a true bug (Phlegyas abbreviatus) - SU
IIHEMR3010,PHOErost - a plant bug (Phoenicocoris rostratus) - SU
IIHEMR3040,PHOEstro - a plant bug (Phoenicocoris strobicola) - SU
IIHEMR5010,PHYSplex - a heteropteran bug (Physatocheila plexa) - SU
IIHEM39230,PHYTamer - a plant bug (Phytocoris americanus) - SU
IIHEM39250,PHYTbuen - a plant bug (Phytocoris buenoi) - SU
IIHEM39270,PHYTcana - a plant bug (Phytocoris canadensis) - SU
IIHEM39100,PHYTcons - a plant bug (Phytocoris conspersipes) - SU
IIHEM39110,PHYTcons - a plant bug (Phytocoris conspurcatus) - SU
IIHEM39290,PHYTcort - a plant bug (Phytocoris corticevivens) - SU
IIHEM39300,PHYTcort - a plant bug (Phytocoris cortitectus) - SU
IIHEM39310,PHYTcraw - a plant bug (Phytocoris crawfordi) - SU
IIHEM39340,PHYTdimi - a plant bug (Phytocoris dimidiatus) - SNA
IIHEM39350,PHYTdive - a plant bug (Phytocoris diversus) - SU
IIHEM39370,PHYTerec - a plant bug (Phytocoris erectus) - SU
IIHEM39390,PHYTexim - a plant bug (Phytocoris eximius) - SU
IIHEM39420,PHYTfulv - a plant bug (Phytocoris fulvus) - SU
IIHEM39430,PHYTfuma - a plant bug (Phytocoris fumatus) - SU
IIHEM39020,PHYThuss - a plant bug (Phytocoris husseyi) - SU
IIHEM39130,PHYTlasi - a plant bug (Phytocoris lasiomerus) - SU
IIHEM39150,PHYTnegl - a plant bug (Phytocoris neglectus) - SU
IIHEM39550,PHYTnigr - a plant bug (Phytocoris nigricollis) - SU
IIHEM39160,PHYTonus - a plant bug (Phytocoris onustus) - SU
IIHEM39170,PHYTpall - a plant bug (Phytocoris pallidicornis) - SU
IIHEM39180,PHYTpini - a plant bug (Phytocoris pinicola) - SU
IIHEM39580,PHYTpopu - a plant bug (Phytocoris populi) - SNA
IIHEM39590,PHYTproc - a plant bug (Phytocoris proctori) - SU
IIHEM39200,PHYTsali - a plant bug (Phytocoris salicis) - SU
IIHEM39650,PHYTspic - a plant bug (Phytocoris spicatus) - SU
IIHEM39710,PHYTtili - a plant bug (Phytocoris tiliae) - SNA
IIHEM39720,PHYTulmi - a plant bug (Phytocoris ulmi) - SNA
IIHEMBE010,PICEkelt - a plant bug (Piceophylus keltoni) - SU
IIHEMCB010,PICRbide - a stink bug (Picromerus bidens) - SNA
IIHEM43030,PILOamoe - a plant bug (Pilophorus amoenus) - SU
IIHEM43040,PILOclav - a plant bug (Pilophorus clavatus) - SU
IIHEM43150,PILOconf - a plant bug (Pilophorus confusus) - SNA
IIHEM43080,PILOneoc - a plant bug (Pilophorus neoclavatus) - SU
IIHEM43180,PILOperp - a plant bug (Pilophorus perplexus) - SNA
IIHEM43090,PILOpice - a plant bug (Pilophorus piceicola) - SU
IIHEM43200,PILOstro - a plant bug (Pilophorus strobicola) - SU
IIHEM43120,PILOuhle - a plant bug (Pilophorus uhleri) - SU
IIHEM97020,PINAappr - a plant bug (Pinalitus approximatus) - SU
